original_path,enhanced_path,psnr,ssim
/content/xray_data/XraysData/valid/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000109 (4).png,/content/enhanced_images/xray_enhanced/000109 (4).png,20.866112559603668,0.6665234030295037
/content/xray_data/XraysData/valid/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000109 (3).png,/content/enhanced_images/xray_enhanced/000109 (3).png,21.671482355315646,0.7002447862911797
/content/xray_data/XraysData/valid/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000108 (7).png,/content/enhanced_images/xray_enhanced/000108 (7).png,20.76797051167297,0.7154603841320447
/content/xray_data/XraysData/valid/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000116 (8).png,/content/enhanced_images/xray_enhanced/000116 (8).png,21.47047645814183,0.7115515892780887
/content/xray_data/XraysData/valid/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000113 (3).png,/content/enhanced_images/xray_enhanced/000113 (3).png,20.84695137961672,0.7090446647858615
/content/xray_data/XraysData/valid/normal/004007_01_01_519.png,/content/enhanced_images/xray_enhanced/004007_01_01_519.png,21.782067163879326,0.5591409924736994
/content/xray_data/XraysData/valid/normal/003828_02_01_174.png,/content/enhanced_images/xray_enhanced/003828_02_01_174.png,12.235921213154581,0.5688363330675628
/content/xray_data/XraysData/valid/normal/8 - Copy (3).png,/content/enhanced_images/xray_enhanced/8 - Copy (3).png,18.22743396434377,0.7316904114872033
/content/xray_data/XraysData/valid/normal/004162_01_01_150.png,/content/enhanced_images/xray_enhanced/004162_01_01_150.png,13.70084260832549,0.6230411039674091
/content/xray_data/XraysData/valid/normal/4 (2).png,/content/enhanced_images/xray_enhanced/4 (2).png,23.02018082116492,0.6438446147621126
/content/xray_data/XraysData/valid/normal/5.png,/content/enhanced_images/xray_enhanced/5.png,24.43468921167721,0.8348061783874429
/content/xray_data/XraysData/valid/normal/6 - Copy (2) - Copy.png,/content/enhanced_images/xray_enhanced/6 - Copy (2) - Copy.png,19.63951622235023,0.6814784670536268
/content/xray_data/XraysData/valid/normal/4 - Copy (2).png,/content/enhanced_images/xray_enhanced/4 - Copy (2).png,23.000376558764394,0.6422176162560517
/content/xray_data/XraysData/valid/normal/7 - Copy (2).png,/content/enhanced_images/xray_enhanced/7 - Copy (2).png,17.908291756756913,0.7220123638554707
/content/xray_data/XraysData/valid/normal/7 - Copy (3).png,/content/enhanced_images/xray_enhanced/7 - Copy (3).png,19.98631808647059,0.6647977184319441
/content/xray_data/XraysData/valid/normal/7.png,/content/enhanced_images/xray_enhanced/7.png,19.98631808647059,0.6647977184319441
/content/xray_data/XraysData/valid/normal/6 - Copy.png,/content/enhanced_images/xray_enhanced/6 - Copy.png,19.63951622235023,0.6814784670536268
/content/xray_data/XraysData/valid/normal/6 - Copy (3).png,/content/enhanced_images/xray_enhanced/6 - Copy (3).png,22.281567595933005,0.6008092677767621
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000119 (5).png,/content/enhanced_images/xray_enhanced/000119 (5).png,21.735804146271466,0.7245325126869507
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000114 (6).png,/content/enhanced_images/xray_enhanced/000114 (6).png,20.325292866252344,0.726679965625985
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000117 (6).png,/content/enhanced_images/xray_enhanced/000117 (6).png,22.08325680554072,0.6939572821534479
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000118 (5).png,/content/enhanced_images/xray_enhanced/000118 (5).png,22.929123129514792,0.7398073924610142
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000118 (4).png,/content/enhanced_images/xray_enhanced/000118 (4).png,20.07396138499098,0.7039807812588539
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000116 (2).png,/content/enhanced_images/xray_enhanced/000116 (2).png,20.39594400200697,0.6837634368006223
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000119.png,/content/enhanced_images/xray_enhanced/000119.png,19.919352098068707,0.6905023755214557
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000112.png,/content/enhanced_images/xray_enhanced/000112.png,21.381910949019915,0.6619723733684492
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000115 (2).png,/content/enhanced_images/xray_enhanced/000115 (2).png,20.457713863339578,0.6877499023537832
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000117 (4).png,/content/enhanced_images/xray_enhanced/000117 (4).png,21.429274324374855,0.7034528916521997
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000110 (6).png,/content/enhanced_images/xray_enhanced/000110 (6).png,21.531442430380782,0.7048343574302778
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000111.png,/content/enhanced_images/xray_enhanced/000111.png,20.394042993644348,0.6881470835854504
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000114 (4).png,/content/enhanced_images/xray_enhanced/000114 (4).png,22.42810849397955,0.7209128494422237
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000108 (3).png,/content/enhanced_images/xray_enhanced/000108 (3).png,21.494092458798324,0.6846135386373926
/content/xray_data/XraysData/valid/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa/000115 (5).png,/content/enhanced_images/xray_enhanced/000115 (5).png,21.976788928998083,0.7125878622202348
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000118 (2).png,/content/enhanced_images/xray_enhanced/000118 (2).png,21.512872708489738,0.6938971034551027
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000115.png,/content/enhanced_images/xray_enhanced/000115.png,19.606104623263214,0.6892925252831872
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000114.png,/content/enhanced_images/xray_enhanced/000114.png,19.0544449919611,0.6722664426649142
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000128.png,/content/enhanced_images/xray_enhanced/000128.png,21.17703316697662,0.7157688079029907
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000126.png,/content/enhanced_images/xray_enhanced/000126.png,20.130077207587682,0.7195273775987097
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000110.png,/content/enhanced_images/xray_enhanced/000110.png,20.951922487587034,0.6991186437614048
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000111 (2).png,/content/enhanced_images/xray_enhanced/000111 (2).png,20.03805033705863,0.6806611956460705
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000115 (3).png,/content/enhanced_images/xray_enhanced/000115 (3).png,20.002896177812577,0.7127989070798569
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000120.png,/content/enhanced_images/xray_enhanced/000120.png,19.709619453025788,0.6760249583418598
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000112.png,/content/enhanced_images/xray_enhanced/000112.png,22.241761039255067,0.6981427951999679
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000113.png,/content/enhanced_images/xray_enhanced/000113.png,21.891906463270516,0.7035815735797997
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000108 (2).png,/content/enhanced_images/xray_enhanced/000108 (2).png,22.688746900818735,0.7293261109323771
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000122.png,/content/enhanced_images/xray_enhanced/000122.png,18.40838383116411,0.6849337668464103
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000113 (2).png,/content/enhanced_images/xray_enhanced/000113 (2).png,19.294678937506877,0.7271499693830547
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000110 (2).png,/content/enhanced_images/xray_enhanced/000110 (2).png,20.75071229712263,0.6766306762970933
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000111.png,/content/enhanced_images/xray_enhanced/000111.png,22.174153532447313,0.6799039817097197
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000108.png,/content/enhanced_images/xray_enhanced/000108.png,22.2169359706037,0.7279519609116399
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000116.png,/content/enhanced_images/xray_enhanced/000116.png,19.782897642938337,0.6796098940971481
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000131.png,/content/enhanced_images/xray_enhanced/000131.png,20.213607306817195,0.6906379286414874
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000109.png,/content/enhanced_images/xray_enhanced/000109.png,21.56961334233967,0.6853998288918807
/content/xray_data/XraysData/valid/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa/000130.png,/content/enhanced_images/xray_enhanced/000130.png,21.74979791159767,0.700799255560175
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000014 (7).png,/content/enhanced_images/xray_enhanced/000014 (7).png,20.798862963094145,0.6844567621857334
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000119 (5).png,/content/enhanced_images/xray_enhanced/000119 (5).png,20.451644639532162,0.6898498695479087
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000066 (9).png,/content/enhanced_images/xray_enhanced/000066 (9).png,20.67097958733836,0.72065407653605
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000063 (7).png,/content/enhanced_images/xray_enhanced/000063 (7).png,22.663177536728814,0.6658150179989534
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000069 (6).png,/content/enhanced_images/xray_enhanced/000069 (6).png,20.90528990342709,0.6926674398286186
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000097 (10).png,/content/enhanced_images/xray_enhanced/000097 (10).png,21.011320486373933,0.6910553651546754
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000024 (10).png,/content/enhanced_images/xray_enhanced/000024 (10).png,20.38839060429239,0.6987994221346298
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000100 (10).png,/content/enhanced_images/xray_enhanced/000100 (10).png,20.83377946573534,0.7067715433473897
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000093 (4).png,/content/enhanced_images/xray_enhanced/000093 (4).png,20.433347479961125,0.7145586200550593
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000057 (2).png,/content/enhanced_images/xray_enhanced/000057 (2).png,22.284940279799695,0.7395451240668766
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/ad7.png,/content/enhanced_images/xray_enhanced/ad7.png,19.007904129436092,0.7244941976945263
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000021 (8).png,/content/enhanced_images/xray_enhanced/000021 (8).png,20.543892349365347,0.7003187105996587
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000091 (3).png,/content/enhanced_images/xray_enhanced/000091 (3).png,19.81100854003994,0.6930355520604785
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000054.png,/content/enhanced_images/xray_enhanced/000054.png,21.12847752666761,0.7331851880479389
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000017 (8).png,/content/enhanced_images/xray_enhanced/000017 (8).png,22.994556913545804,0.7083324568600868
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/ad20.png,/content/enhanced_images/xray_enhanced/ad20.png,19.142993130842395,0.6935809887164309
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000044 (9).png,/content/enhanced_images/xray_enhanced/000044 (9).png,21.980020926061123,0.7113070335988003
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000119 (10).png,/content/enhanced_images/xray_enhanced/000119 (10).png,22.22213581014389,0.7166224079159099
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000098 (8).png,/content/enhanced_images/xray_enhanced/000098 (8).png,21.801048320335465,0.7084289887807744
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000021 (4).png,/content/enhanced_images/xray_enhanced/000021 (4).png,21.262496188115705,0.6932713278170956
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000065 (9).png,/content/enhanced_images/xray_enhanced/000065 (9).png,20.763700816908507,0.7081314416711522
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000029 (5).png,/content/enhanced_images/xray_enhanced/000029 (5).png,20.890474665975734,0.711749943919153
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000063 (5).png,/content/enhanced_images/xray_enhanced/000063 (5).png,21.397385986387476,0.7142054551313771
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000121 (10).png,/content/enhanced_images/xray_enhanced/000121 (10).png,20.90629596344852,0.6980956937163766
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000081 (2).png,/content/enhanced_images/xray_enhanced/000081 (2).png,21.59456744638003,0.7298633525214614
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000085 (4).png,/content/enhanced_images/xray_enhanced/000085 (4).png,21.963674708368725,0.6925332950575028
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000015 (10).png,/content/enhanced_images/xray_enhanced/000015 (10).png,20.515565919064144,0.6949620573710954
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000084 (2).png,/content/enhanced_images/xray_enhanced/000084 (2).png,21.721733387302862,0.7397041392948788
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000097 (2).png,/content/enhanced_images/xray_enhanced/000097 (2).png,22.58825666537565,0.7527543984490512
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/ad3.png,/content/enhanced_images/xray_enhanced/ad3.png,18.783395811243096,0.67442104193761
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000068 (3).png,/content/enhanced_images/xray_enhanced/000068 (3).png,20.180760375825074,0.683822822652141
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/ad18.png,/content/enhanced_images/xray_enhanced/ad18.png,16.306827478771208,0.6311470715847165
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000030 (4).png,/content/enhanced_images/xray_enhanced/000030 (4).png,21.47629058927332,0.6966831589548212
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000019 (5).png,/content/enhanced_images/xray_enhanced/000019 (5).png,21.776726223142564,0.714768905467882
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000078 (6).png,/content/enhanced_images/xray_enhanced/000078 (6).png,21.443606755541232,0.7011101613809039
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000040 (5).png,/content/enhanced_images/xray_enhanced/000040 (5).png,20.665568214849408,0.7166589965692445
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000121.png,/content/enhanced_images/xray_enhanced/000121.png,20.686385685027723,0.7402617644180265
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000090 (2).png,/content/enhanced_images/xray_enhanced/000090 (2).png,22.174220345102636,0.7217732869834415
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000023 (7).png,/content/enhanced_images/xray_enhanced/000023 (7).png,22.66875364652821,0.6992729189772832
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000050 (5).png,/content/enhanced_images/xray_enhanced/000050 (5).png,20.678648078491165,0.7216957091098206
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/ad17.png,/content/enhanced_images/xray_enhanced/ad17.png,17.09093274934576,0.6836343225254851
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000041 (4).png,/content/enhanced_images/xray_enhanced/000041 (4).png,21.314738494474405,0.7243014725490625
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000084 (3).png,/content/enhanced_images/xray_enhanced/000084 (3).png,19.857165630884865,0.6933376391745394
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000005 (3).png,/content/enhanced_images/xray_enhanced/000005 (3).png,20.186064557707013,0.6909428326221828
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000079 (6).png,/content/enhanced_images/xray_enhanced/000079 (6).png,20.698531797086343,0.7048949207239141
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000013 (8).png,/content/enhanced_images/xray_enhanced/000013 (8).png,20.392937069113025,0.6964075093431721
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000106 (10).png,/content/enhanced_images/xray_enhanced/000106 (10).png,21.060140269038804,0.7056048426313538
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000035 (4).png,/content/enhanced_images/xray_enhanced/000035 (4).png,22.118452773392832,0.6997566681443625
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/ad12.png,/content/enhanced_images/xray_enhanced/ad12.png,16.389384345036884,0.630517200171788
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/ad5.png,/content/enhanced_images/xray_enhanced/ad5.png,19.11574349843906,0.7374571841786994
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000118 (4).png,/content/enhanced_images/xray_enhanced/000118 (4).png,21.058398868769487,0.6680042716746932
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000048 (8).png,/content/enhanced_images/xray_enhanced/000048 (8).png,21.426828111588662,0.7079750829779755
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000106 (4).png,/content/enhanced_images/xray_enhanced/000106 (4).png,21.413087617298277,0.6790707345459274
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000075 (5).png,/content/enhanced_images/xray_enhanced/000075 (5).png,21.051996417202826,0.7182669063825423
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000067.png,/content/enhanced_images/xray_enhanced/000067.png,20.75629547518137,0.7174816362313876
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000024 (7).png,/content/enhanced_images/xray_enhanced/000024 (7).png,21.141705547489348,0.6761723626716061
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000095.png,/content/enhanced_images/xray_enhanced/000095.png,20.852758394672758,0.726570595916091
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000068 (9).png,/content/enhanced_images/xray_enhanced/000068 (9).png,20.901625267365922,0.6894231845319414
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000008 (10).png,/content/enhanced_images/xray_enhanced/000008 (10).png,22.31323426594772,0.687965720344608
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000055 (2).png,/content/enhanced_images/xray_enhanced/000055 (2).png,21.06606998984148,0.7326893353807025
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000035 (8).png,/content/enhanced_images/xray_enhanced/000035 (8).png,22.632943632206967,0.7034148300504453
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000044 (10).png,/content/enhanced_images/xray_enhanced/000044 (10).png,20.399767167753676,0.6991072704859328
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000020 (10).png,/content/enhanced_images/xray_enhanced/000020 (10).png,22.048637525668315,0.6997739028321472
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000054 (7).png,/content/enhanced_images/xray_enhanced/000054 (7).png,21.384478954167744,0.6941062222965743
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000077 (6).png,/content/enhanced_images/xray_enhanced/000077 (6).png,21.304475068770078,0.708567911607597
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000084.png,/content/enhanced_images/xray_enhanced/000084.png,21.047568363258684,0.7058184678054383
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000054 (5).png,/content/enhanced_images/xray_enhanced/000054 (5).png,21.277551719852728,0.719528752623663
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000024 (6).png,/content/enhanced_images/xray_enhanced/000024 (6).png,21.170978740824374,0.6819201160244318
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000052 (10).png,/content/enhanced_images/xray_enhanced/000052 (10).png,20.35792727633804,0.7152273549405028
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000009 (3).png,/content/enhanced_images/xray_enhanced/000009 (3).png,19.838121091147514,0.6854039045552405
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000033 (9).png,/content/enhanced_images/xray_enhanced/000033 (9).png,21.165198253881684,0.7266034344018709
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000042 (10).png,/content/enhanced_images/xray_enhanced/000042 (10).png,19.987429183702602,0.7205344572950444
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000071 (3).png,/content/enhanced_images/xray_enhanced/000071 (3).png,19.786247169953374,0.7036793435465692
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000061.png,/content/enhanced_images/xray_enhanced/000061.png,21.561683246515145,0.7177301929713601
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/ad10.png,/content/enhanced_images/xray_enhanced/ad10.png,22.969942635796798,0.765072541496494
/content/xray_data/XraysData/train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib/000015 (4).png,/content/enhanced_images/xray_enhanced/000015 (4).png,21.73973721791893,0.7147863252686255
